Attendance_Hours,Final_Marks
67.0822999918384,79.48623265145696
59.4800140693332,76.84252827461587
61.030501762869115,67.66151941268717
63.9889242680162,67.83268426848696
15.183125621386324,49.94864059262518
35.09260099809909,54.785185277644686
18.11083416675908,52.22007617215709
70.41723981129155,76.22323500990227
53.63086887792905,59.23671386397837
33.16286173968544,64.31895687649303
14.449084520021653,56.20393062548844
31.768762520096352,52.82043780762624
32.76283254187229,54.442908471256224
61.072432483664485,71.96554319545677
54.62902299486492,68.98679544736758
72.10489198034286,79.34516735353559
43.055044761336454,71.57854507449997
18.37159721568112,48.30106247037031
59.92713510560965,65.97208133011254
63.254953403182824,64.73088056151877
49.28940382986474,60.990051715222776
63.96770259681927,71.81821643404065
44.56569174550735,71.25563519034262
46.59129805673958,60.70759253318894
39.927871285098476,61.08287540074373
11.779338872086663,45.80755495567957
17.552399889531312,54.718166312006076
12.200042998071398,58.73468362840381
54.54872878846463,64.62002052963072
32.004918675342864,53.55526212508032
45.599948381529195,68.02077857610996
73.5296531748265,80.17428403554482
27.450456040421248,62.95876464889079
38.72680461249408,62.28304323287686
62.88857969801341,69.64782939507141
26.015871584413574,55.96120994566834
15.38859368801551,53.23781474692229
30.282601703963763,59.243711757968704
21.28549010778031,53.17911520942664
75.07883566398012,82.87279127993583
66.56842656950919,79.13069123698297
54.33826295572964,74.07992643305246
71.00224131314025,78.74467009451834
66.257045382938,72.29293228988473
23.05990412202251,52.26352049317787
72.47912989429844,82.27210977969101
47.75395693409555,59.7923001121116
66.52081086148438,75.1037719751067
72.72639099464453,74.39650143568547
32.26024324803047,56.27384573868932
17.703634716937373,55.244076671505184
25.95546137793592,53.93322602906748
39.89754520383794,60.18095534269972
67.26103361457452,66.83123610238765
70.25114082794404,78.85683824410812
10.486649137183349,48.470745474297054
45.7523111804296,73.6924292067421
39.21877022041453,58.07049393544226
25.54754673295112,53.86952500479526
18.390575713357798,50.44220627523268
33.63306199825396,64.70379739794436
76.00367927387634,77.5253619750034
32.62420524145287,57.70721024957813
46.315343522035626,66.1971543096005
59.211327122662446,70.53870917711302
35.454072166550574,55.494868010522644
78.02474579046725,79.98282285972516
77.37131064594779,84.05381407227276
27.62476070777549,48.67980385683244
44.80739541246698,63.06854607696787
31.061481687173877,52.030136768891076
29.938834606422734,60.94465044783558
12.582086314817296,38.67510863348978
52.66950337859278,63.54014245293844
45.1875316260203,64.47982518833275
13.603512587499255,54.62937643992133
29.5052524965628,54.42387494291646
73.57861201766576,74.01330837536689
26.76933234668807,62.79045152054699
20.142641046385616,42.83125102111159
44.26169321942941,51.1368168266143
78.99553178774205,81.69783814413768
26.94386900580503,50.96166338113946
57.0494883184115,63.418580073552185
63.31337307301023,75.19846877300189
26.634628079467976,54.53631760858998
60.97514440283017,67.66717904773144
35.74481929034772,51.47088765181939
54.26140814155056,71.49299071217601
54.347079753262626,70.42454576642461
47.50422788523309,63.256234623719635
16.32028390380858,57.39332693214262
68.47117469124666,68.88516351399257
32.45460454802151,48.59967641938706
23.0562957279898,48.06860751458868
12.854259908833473,46.19919987263925
51.36250602317693,66.89795025820193
57.42950532895977,67.50857237519824
11.16114802494993,47.34085099504645
45.84651408094967,56.665559919522615
25.85470426385566,60.146175152294134
55.16209532866149,67.1702917723679
22.205650030349403,56.68930417311534
58.36564166717262,70.89644756547483
37.07147424103762,60.81950321628773
75.57109921157142,80.63438600694674
19.626466090219527,52.05177584519634
33.8746445735181,60.15093608609677
17.943146486841236,55.61733589408278
74.7285532794994,78.34688248825705
71.41375473666866,79.2518961562769
28.055913940060893,53.57927849859431
56.19888322239253,75.30002768844363
67.20555401408511,70.22081549674621
48.864056811962364,73.43673057053526
47.07554048492045,63.336980489238506
26.92966036303162,46.31095467092557
16.517193746412943,48.89911894776042
72.80510305673288,72.99729324099204
73.02926400143313,80.71784974566019
54.31710200912875,63.89543110805242
33.73208537340905,54.63512552063062
34.44467022288626,47.774631456715476
60.816897520916754,68.146917164213
72.79771819668039,64.27946246519541
72.0960496985582,68.12851073185048
64.59128821003367,76.09771738573832
54.942215230800144,71.40010840865423
15.88979754965342,50.07218658375154
21.314009986622963,45.82212427766542
72.89879319689555,76.21083981773788
52.45003417617129,66.20700439263281
10.643793613164075,39.530073360619326
17.103008000622246,56.06849550914688
56.445123837563905,72.60937337166031
10.354310869235308,44.07233456546933
21.256563599224904,50.762710994585106
48.41136525566103,65.24759666756827
58.43266383848853,59.007657577122814
55.637288165182035,66.58275716998804
25.698851662239186,49.4395045911306
59.85254549432751,64.91817269768917
26.607436124776005,51.898216597958225
32.77797887114874,65.37742206982199
62.25439835826169,74.33141348546589
55.474302933305026,64.88125651773852
69.44563873459245,77.58573327407701
56.03290246102404,75.01322841344202
49.781602233483014,69.51396953130535
16.55723374796647,48.57676872358411
35.74010621416035,54.635369218552306
28.56416573772078,57.773199436928344
27.07927503653585,55.50706444537667
78.11073883267119,83.53133551647426
37.51684072667323,61.934279371746456
72.44325886239793,81.46939300779565
54.1797038198084,64.41367585210136
65.6367912479154,79.40536595212933
45.184596517363445,63.58029628214372
50.383271923845136,75.5679403250489
44.47623856732047,58.7921801932124
23.667009145863116,60.51332358875781
60.57164806830537,71.27537795146593
29.654065370859904,51.569942667357715
11.70211765020177,43.43162965482928
55.183060713501746,65.98979381577927
22.39774755849343,53.31970351125629
75.832100904704,80.53022789252951
76.77500039018112,75.51900017539766
74.0405073154314,76.89848069641079
35.9111090178811,68.66690630199987
11.08196315702072,54.17869742901392
74.98229938114078,79.67276803894055
39.972890382212,60.176462581947
77.66583733305687,79.43307530011974
77.45339839624769,81.79428906177593
69.71066188271521,69.74136811536557
30.611422444871,54.018828535318775
36.956841002134766,50.135500131679436
69.57956700617999,76.78589911611638
32.18454036093944,59.32824987898342
21.864492268026474,48.51631382251637
48.97608837208451,72.35797800249242
75.53083419125467,71.63658878061563
58.72208576724811,62.03916848257495
49.90428190625555,66.07440004592765
16.8023545639538,53.63666879503767
53.05050586894188,74.94489139176028
79.30376950729843,77.35746343930451
19.80588106655668,55.296344700434815
46.283075665461574,62.94899548522726
71.41611503495687,74.84492101777434
61.853803242794314,75.34520130883051
58.79110186966876,72.65716532690148
59.17388587909765,61.70498215462757
35.16438058538286,64.96489204132091
30.551429098514536,62.17617131999452
66.65528088349595,70.19982693420033
66.70793762754266,75.33298648095838
70.69506230060726,77.81768208171734
73.92683867895299,78.26678816859604
45.793967920265644,60.14545819090572
45.10614062810397,59.194953474361725
65.88066252767426,72.8125609088799
55.49747515444356,73.61238267351861
59.137681408039235,72.28684147699178
65.70548686052707,70.999671769833
72.30037392722964,80.00868051685656
33.65966097960751,42.587117386653375
36.29080668479608,63.88923184425856
16.57873578886083,39.59079900053992
50.47960986973218,63.42760022785043
12.515959165771946,40.659630109755255
42.59186126927221,54.82252325603158
47.985124429530366,69.79669615165778
30.057887648979907,52.6904378179305
51.358328239830755,67.41168352856896
12.135017495733461,45.83290585347081
12.61437321244501,48.692390742338105
67.58203924617608,74.1751290783893
35.21334489878841,51.191711328451355
18.894235885631936,54.42845204005167
46.5570282038363,60.809731186111584
63.89954871690276,64.16686486515262
25.10747192477902,50.41316015755995
53.60233330733002,74.30496560683656
15.974322549563759,52.23826998534935
13.61772048180254,45.06559956886197
47.19482420977036,61.85112358329304
47.844458512707455,62.314054000266815
54.62009310487446,77.69378647024143
60.82639336058631,72.32287394145092
78.30964556237743,81.30503101714406
46.141024381083675,68.22192946070105
32.606953105887214,57.49742234807618
65.66303363380925,71.53630608780111
28.958257588345194,53.4973795487477
40.72799944939453,60.00599342762695
15.491946693958617,47.55986216443011
11.774552039082026,49.52542373772591
77.38538902745475,78.95242394276387
68.51860843585442,77.9225046040051
58.71819442655886,68.95551431273651
38.62670610899889,59.7065290060799
22.130602404959205,41.07429777981906
20.950592986976023,55.056934867000415
27.517002871521672,55.490943815250795
48.445866529428436,69.21298381401247
60.02171458900436,55.52958040353374
56.21381637024119,78.54878170902424
29.595372786216,54.09973825233213
76.84056964642359,83.96119890689938
61.652784168703796,65.62686244872424
48.80478367579805,67.46626136321187
52.820452236404655,61.14314830233405
39.372004369945294,56.56715738149362
27.34116926508102,63.240741401874445
34.91808750558831,56.50563174897743
63.04922773250584,72.61177823215154
11.007544204082912,49.85411075548522
18.125084835484138,51.54095185760509
13.220184941522692,47.362186996479224
12.851016162327909,48.25031309349508
69.8822408807705,86.95819836657662
59.25605015660166,69.33993109313289
43.19216803611276,62.60157925163122
16.848391245570102,53.67746760282311
44.41311125817826,67.73418529387905
43.143023954639595,67.50666350512171
22.124130893701064,54.255716556996454
40.369615446658116,54.46978315967664
37.895331407816144,67.11482336541356
53.109506863655156,60.823026466734134
54.45655556073507,68.7414551065627
13.171280684043117,42.81426109192476
36.22288302385299,57.79074977896153
53.810194099996544,68.54890910151568
45.21953810060614,64.21655512755444
69.95428888318256,77.0867482127677
56.10855421332615,76.12283345195631
21.40540989570008,52.97037645541994
14.93981231803009,46.2491229825618
54.96934947444209,72.30511057866283
11.855791737913528,51.875248313579974
51.00429068914243,59.36410626888625
75.81611689974703,80.89505879912281
50.28319245131153,68.64745993721026
37.17189483445654,57.09812990042831
55.03017529096472,74.39362171204047
42.07770233440616,60.28857323204044
48.193175252115445,64.72446989341543
75.90253661435676,77.08590918575904
37.027184646054195,58.59148756093443
77.283339467674,73.160294299361
73.37454493692447,69.48701805549075
23.70537943525075,59.82521503375023
14.855291061261582,43.19283878903915
17.054460096419866,43.57026830092839
11.27552779560848,34.87081332978567
16.611007252914987,45.11069488800998
57.81047413914498,62.289788102535
14.983205392216028,55.70167849678987
32.32829412056329,61.21323250699482
69.14127176786181,71.12988415804229
11.629035501507811,57.07669677747545
67.0127937812255,78.41522432557072
29.729834234137996,53.24076019952589
18.271537933515937,36.6387403923901
58.77160157549054,80.84051365069898
54.02599927459188,60.065137303477954
71.4230409468937,67.4845267386624
61.454973066272004,75.84033869318421
66.24366512693939,85.32059459516606
29.742420079991454,61.792574132548324
22.4207680645806,54.0299296325521
62.54303261486008,74.24528801575646
66.47843174870849,77.50629366825578
79.33535994004713,83.46232291895738
38.88323738379985,60.84757581174681
36.04126600549482,58.54163852250679
64.34890725193978,71.86148798647228
33.85624781771125,53.15830096452224
75.15301279224953,76.17313101179089
70.08889262901083,66.57966224352849
40.02958191625129,59.523092824151895
62.56097474540481,66.33753183694782
62.81800118592776,65.89105400688503
17.21867081851528,49.50880616502503
73.17870346756968,83.54936316550783
45.36766607135,67.27541606568657
67.85202262754191,66.07350829565507
32.40347207214282,51.25359535321972
72.68662599473403,81.04716893730809
37.24411751139142,53.70962178800416
10.758635603620885,44.256152051825325
73.37673834934846,79.43862966979698
16.39006737502935,43.353311413196494
32.351954631329036,56.70285484639432
76.50433769355635,71.58204137218715
76.54250028562893,75.2644119230584
50.14065216863003,66.6692357550277
54.22860485188595,59.149333758284634
41.39118653848239,62.89796695904319
30.524754018864517,55.16418801479885
33.006518175894115,59.265708860032795
57.07629192539269,69.65771663301966
62.6662170606376,78.15381068018802
65.4105330608094,73.33138904364424
65.27326999561878,70.48960729218311
16.384427213408326,48.803701121865586
44.609421329180705,65.0212008097723
14.0291132011651,47.258856952211076
48.46702176266149,64.43646933735016
40.907135096136386,56.94360910903442
72.13929279308098,72.75514180878575
34.5640508786455,50.268999080324285
18.19469114993241,57.8452292909009
20.00941774369851,43.78539269489283
63.305744220223055,68.188346121132
53.27526443213827,63.04559588822315
17.07858732859532,53.01391554901986
15.88747642804982,46.46898982256477
59.0678392021384,75.77262996443787
15.093410445493546,44.17925210152743
67.53020415032493,75.16007288628148
59.436955900954736,65.54174268417857
15.694414644932984,58.57295296133343
15.938639985963434,42.03132789783415
79.06477049508229,81.08148879867628
36.19895570292842,61.26836225612471
35.944950294682364,60.041470634598674
66.89596970802518,72.52154655962404
76.30740041687011,77.50459670976792
79.02007446760096,79.72909459369603
62.736472968125916,70.63322647592052
36.338170987164105,62.9884810775566
15.845050168906813,58.97514009241016
64.40028411492057,69.41268313242111
49.08829748150635,57.695133842857786
39.69554064728834,59.4063600818879
73.44480695663151,89.62095016658735
17.783823761430593,44.873539040866646
44.48375730036014,70.4374626774004
10.794755133719335,53.78588163724187
42.80624493958884,58.635181261254445
13.941229297728615,49.815530044790684
18.317254138765037,57.30061018502521
18.22683727439734,47.21777993226124
55.44472114812445,66.70445877355041
62.22314154857963,68.20316620454659
50.83581355680117,60.344123124936246
77.35207839321794,75.42965147127893
36.24094056665928,52.00076894951835
29.99984603973025,55.17034036116125
70.80193897326222,71.5511033313379
25.651708696361684,53.994783907134575
77.4255777608428,70.93331064940327
10.850813228287144,47.079807775215855
77.89151786953474,83.113403742812
13.021193836540327,36.54191870541289
72.38001795886498,78.06029182867036
46.93907763604099,69.60788378038696
79.50753572835103,73.70556277071948
15.16575953147792,55.945741699927474
48.76979990809245,66.47999500087646
77.85117749333693,75.40052946787642
46.61684909191042,63.029579157666674
54.05790466946838,69.82058689734279
58.702408228923204,69.73123107152367
41.817874533744124,63.6027172291039
53.92906560588444,62.36116483754539
50.90200183461702,66.2978050374889
73.08106073436923,69.47195788265971
13.181246623902052,46.03449300520752
29.667423271456123,50.31417342840412
76.52880388535911,74.58675222973072
72.31846487236413,82.33969831223425
41.895972694999905,66.4045369504713
53.40928184610757,69.75033152758968
29.416682808679287,49.24677758097675
23.168481180663292,50.002198341857635
42.45888834579875,67.2949326727953
34.7346559618237,58.07591254911138
50.85592782956105,77.024611614689
15.441424587548939,49.68730149074633
78.20763653663165,80.06406385076598
79.0347521135722,77.9717937357736
58.87131998138216,70.10336451460249
47.52674564408843,63.0010236401415
31.666933140042943,59.37400995346442
66.96565137948642,78.26633727371613
57.93118207877155,65.03564373684603
21.38318575414239,44.03542810928231
73.76490291456898,67.701424591768
67.57760700462183,76.32876013687363
76.48599393043469,72.72616393434798
60.8003655871852,59.63572982883018
52.93906371550529,68.41242488040746
39.27701254034332,72.10350385733561
75.29099383478093,77.61514235969099
70.62447226502859,79.50469000477251
13.165306907433258,46.99180024645445
11.845688214807641,45.42839584144811
36.352435681463476,62.77160025567058
66.7387331547283,71.91799385642089
79.1093290520461,80.89162609638258
20.529182377246972,51.87308021960355
51.58915007464946,62.45412276910949
36.66235996417151,63.29139172976837
77.89400784702222,78.07220514003407
68.9483246194996,70.69543651228558
68.68300932977965,77.02405388274184
42.80852118564792,56.91192068386877
39.037365163636565,59.659588368663925
29.138495035149436,54.5236525343537
13.946284765564897,52.40262021194034
70.53056633785373,77.63877433332662
66.90307063910544,73.326400525827
79.98023713002914,84.078950061016
79.76457859517338,86.83332704267325
48.88021939218392,67.22916122785126
63.82911906263573,71.96632263053476
76.13360109176996,71.50761938413417
69.47531734741881,69.41209035833253
27.314367122023835,52.131060039238584
41.53808947170654,57.721483725056856
19.04115906060465,48.585723015375095
76.78357190811056,78.67503557854081
52.432224411561606,68.86457597756446
26.00499638524239,52.65000430232574
57.01904790840997,70.94203217333599
53.26897683205271,66.95686049007696
35.071390262298834,47.65836229938006
17.94903145397403,44.27783875789324
57.01012369149597,67.78462406713992
46.421539063265534,57.16229581742723
64.06228742149474,75.0307873607284
46.41144507783954,70.85947670063825
69.65270502229781,80.9201617696355
48.633478714213986,63.249525002455954
49.265658007477036,72.08645968798828
71.36575218608415,76.42621337905263
38.243800634867796,57.436470461843705
19.38106599154485,46.62351967806773
12.014787341933728,44.495045238526224
62.85960789715333,69.48891985587052
53.42166859474253,67.5629154092487
59.28558376694565,70.44566178872215
24.90749130562375,52.468975753578945
19.546003291073884,51.95769249426869
11.018126596751735,51.46229467230757
34.54112911646179,62.01833523543751
51.29423807982432,58.22262919766264
37.45708315698126,45.95893590398086
40.62324454166104,64.98322182702688
73.29110861456239,69.81116081520409
34.37788269163103,56.065114336352096
45.979264241186755,57.13906699029658
64.85571089188002,63.417953258039915
37.75799476248891,61.5863110222684
53.54606901595115,70.56881030948881
70.36545961227216,72.30017780250249
76.46644365603495,65.27801036729292
20.295143665032654,47.41634959125391
74.86113376130461,79.38958690766503
44.44814051556767,54.82951241391319
28.077107180927083,54.95535318935932
42.13950293667829,60.993202222474174
78.6022802699834,82.19759763299714
44.48326657950087,62.83953513182121
33.012612720125574,51.64096165565501
54.338059802170804,73.15188740940785
26.810193314473516,52.6124487921019
15.310432967606474,47.51869378625358
19.021580533745446,44.84445047150675
18.96320872704407,47.265193107564485
20.633188545860605,45.8925807027958
19.71790208545871,48.994220743112244
54.86123213622502,75.98915846882423
22.731605907940136,44.506297239313284
34.19670983267042,49.030547926951506
72.77518869342083,83.74344598417846
43.177314818401065,60.542039023441205
56.7290416964719,65.01915715493637
22.06239098411409,56.23071892903742
23.460231316606954,48.702037959619155
12.86080313865352,55.560450137061444
21.825454415051517,54.30235656422211
29.501323732237104,52.31110482539003
22.39073389937228,61.981908016013655
16.20917736299389,45.076014066480255
18.444510977042057,52.93273234856756
42.254513762290806,62.62371978317786
24.443360288405476,58.730386591196726
35.498890273365284,65.5570011203169
45.239208959839985,62.77962522524883
58.32763800405557,65.39672965029688
12.751849788876925,48.675785609134046
65.95872792363298,69.59078711305595
53.95302726436354,77.04344986981488
15.723132236421034,48.544242773624205
71.15050368747441,73.74864408717666
74.46106803722692,78.153935547938
14.275457189840463,40.40209714727175
29.38143537030426,49.83264749259887
66.4340895855143,79.21911433247928
62.37817832685609,67.90461776857106
22.916471354946413,46.22368076406351
24.654452633569722,55.01049007942129
35.93304719539674,63.895044371013356
43.916608963371495,65.55307103501107
53.27783400712072,71.61915543258944
35.82395476988407,54.12800194209473
42.37743012932035,54.07966173095095
62.32296566936296,78.6681510944589
12.567824202341853,44.67051290696025
27.67058610408145,52.58112796976549
59.934471011918674,76.60820621520463
72.66447863810396,79.11338936605527
45.817420948096625,65.18814933445636
47.247943968572095,74.44898370879146
17.502040793784325,45.533429244991446
41.318865677641824,65.29863347922709
47.28320865185162,63.92666995041123
26.972935254431075,54.82942902153182
28.84702616645667,62.065855215290995
36.409891417323585,60.74412449010992
11.404983844440846,48.39397231746859
32.54554159082248,61.635307481960254
24.801360489758125,50.575916597164635
32.924814652454025,52.26635898953198
18.383349227347587,43.96762864356863
72.33690965179264,66.33667187901631
51.551471748783406,76.0567715240933
57.53716234011427,63.25253934144872
65.24198670251369,71.51472523332798
44.89095392503401,61.061410463072406
16.084420166119656,49.579243572105334
47.59745792729834,67.87741502634566
51.07887826146154,69.84180657252949
62.1807631929031,68.17499440360686
40.21616823607756,59.272475549106716
18.93062119568946,50.87821035028623
29.864313405910714,53.68870107203762
35.41576074790446,65.7446082540522
55.214206893212086,70.0619782047973
49.95448132682383,68.651629593661
34.92677081284924,60.77779174976168
79.05606741550858,85.39540299518092
52.4042373549821,67.1072264710096
26.605875421519613,46.81877797098058
17.124773083428263,50.560826300477345
20.70013974290324,47.09328540249248
27.21704098691557,50.965437084709
21.247696128168897,53.55566815785991
23.059691683591403,57.72126119896389
29.956661808569297,55.08468878796496
22.136151670632838,52.61224089831124
72.77357972384976,84.89786458510108
15.616362196314954,49.01194699560032
46.71579726991783,76.36631420586089
38.72777788927631,62.19143717279588
78.76650318360245,70.57943779602213
17.842723151763664,52.68806968140449
37.84989193320192,60.83073789101485
77.86293032927583,85.38022893505165
70.58549881257862,78.6586561626391
67.19504496644959,72.90524256330592
28.05319789314579,47.90510776512607
21.962131117304608,49.935949272222174
56.80502539471017,64.1499104263086
75.05631923893101,74.62554237044188
48.973402510975085,67.4295932775906
50.012888262892986,73.35596665320352
29.59853655621989,56.77262592722485
63.86450532343558,65.95283735154187
23.093062399026635,53.76954454061402
32.657546548297056,62.31193070737679
39.780550703149174,56.841360829977674
45.53272650791185,62.09627742059134
26.968681269055615,53.5577816081738
18.038577731744248,45.094797300460925
52.74340297091428,69.61310365467644
30.204138726817902,54.49732862037004
50.68667549958286,67.44099996932657
20.80539006919416,45.96523414558658
43.67980712983722,59.65261206330156
47.28126027861101,67.25253692844436
13.627647577569883,44.94965802832611
33.56229947357444,65.41596899295425
19.409027385728198,47.706332764791085
14.436247933093743,48.3415475953063
79.29721626729616,84.31156229301354
32.56476914823061,49.19055590945015
66.69121120982444,64.54156154500834
27.82484583346347,46.28414134388126
57.705190555675046,75.16551579497343
63.21595019227806,68.84868436667679
51.6947118425491,78.63835234961581
43.010333198511084,58.6839286059686
38.8288639903088,60.33718851113959
34.42077865800967,64.92093909184422
75.06704009734781,87.56398448946952
68.14335854514104,84.37919715575251
77.55188374665588,84.81777302629365
18.700805643988133,54.470715451051376
61.1607232642551,73.54299637813347
75.68383197747265,81.73372136956952
22.68631463159621,48.587228734155445
14.654738715674425,43.236374940725675
61.878445450304135,70.9223504380973
50.21311792259383,64.25563584867227
68.92801437307904,72.19786693990314
19.784066363840264,53.37397041920371
65.66871183019231,77.6108819579487
24.113912403342116,52.49899063313029
21.455916000599316,58.11560840557597
21.498605855169508,45.04085735691723
67.02023041619674,72.54181791169978
56.56380544873401,64.69779112135298
46.614579733838355,53.974606781553874
35.118133888645175,57.14566351510909
71.40403785691758,75.09328138654237
37.47115751958448,66.30282747600289
67.1619607630104,76.73503880427909
40.73944359991529,55.24878767831162
36.38611005974353,67.46351786154271
42.38758499687245,67.29896097606299
31.096451191489944,58.45871411308805
62.33265661233758,70.03390781191963
45.19042730647354,57.79801746961937
26.25488866027721,51.266410449783336
72.9702201292198,81.92885316313082
36.8723854961248,67.85912427773545
48.0487002779792,71.74056778035055
73.45304776751829,74.28227677482778
53.69665971397944,61.25024269054467
18.182862849585483,49.795862659348764
75.78824865294325,69.05192749865736
53.93956371499925,68.58562042842354
33.44339302599603,55.98368358150467
19.749045086437107,47.54434003387734
65.58176324892071,64.81736628812638
53.40509291499595,69.27054699034656
47.34227643834251,61.0076340208617
72.57248081356704,70.43665622823208
65.20180478571714,58.23959132645032
20.617241581292582,50.17104626539311
31.820544745688377,64.77153035619291
27.3942397870126,62.00341596624565
62.076240480087385,68.75263895711234
12.347270431504556,43.162574913943374
49.89227794099216,67.2900102508712
63.37210800184834,66.69412680498272
71.37359457332246,77.19575678575856
33.94572241011352,60.80326259698021
67.48801132704091,79.87867178294199
17.744221586864505,48.37134041103249
69.25166042141628,73.6074614598233
18.924206363238767,45.07219024783658
37.81011033922571,54.77065339941355
65.81067560456876,71.77294334277674
20.494219914414167,52.083937491287976
26.047597666284904,57.5917219643087
60.55767978751464,66.2629451403556
60.402557558225205,77.66472162391021
54.88033430197081,66.08454914577256
58.576391112697,69.18135908460631
47.99071103433173,60.25929712142675
27.625934123486694,41.691765760378644
34.19871954527436,61.51958675444243
22.7118401760998,55.040139573512064
73.59153929335397,75.38913186108591
50.837425633628435,65.75366640293858
38.05959917345479,61.60949567524789
42.340406255089285,53.357473843111926
76.30983377282708,75.50965349968206
20.734598218125612,54.33862250717194
51.036088241175804,59.24659700474166
45.41220752191262,64.17389342178946
52.801796480425345,59.61798921709564
11.267712867458835,47.96600634589705
71.0486736260906,75.34612940155787
75.24827977385287,69.54848080739887
49.55932285124462,70.60335819790816
58.76555767138246,65.70982095170098
74.5749566824107,73.23621615613344
59.5067044019379,70.75619818712366
20.677733003998295,56.082053249142724
50.340185211676925,60.09098351094648
52.470053246799914,66.54342587263982
39.68914699116702,61.98865599723638
61.5510964937306,74.24107628318102
75.40569103383103,78.58505329330164
74.78979590347434,75.55975875632055
41.55875599828924,56.64142689590102
17.92666320885287,49.39405101965831
78.93888392736342,74.10874690375367
68.72286605121539,59.75468060813466
18.72638768422868,51.54599286290268
74.45893178321606,81.749140097039
70.89274534434898,63.631710494465295
46.318663998825045,58.110678475862834
51.38928050214505,68.79041155609852
37.93018927090912,69.25257198401306
13.833314717542194,47.020625897148136
33.46380691521307,53.091888751460864
66.19974140186079,72.1853884954062
10.3242416103222,52.03650290090203
33.344942018380095,53.44265011356737
37.87180855136603,54.93994424243175
47.6176922056546,61.39512849191714
74.38989314889324,72.42830353315306
34.24421960561729,57.735461382782624
34.28672413273594,65.26675435871577
61.62508736768238,72.42794004942134
41.6552558622865,59.56586042051182
25.722337605798735,51.40211245832165
41.67076612928854,53.01942902116098
19.859991426585992,54.34554459902879
22.34708905543563,50.784358542653806
44.885744091763584,61.54047247792867
39.32478146531835,75.62792857188347
74.039213074767,78.51337107921194
35.367572938164315,53.924831218606236
50.64118451946304,63.1888042787038
54.25850015436713,72.87147862316735
10.916611961183355,46.024658033280495
56.44761604116974,61.03241812899803
22.4625176808826,55.827403513317314
77.27492222286186,75.29674068373595
20.406390942717906,59.56968435244668
39.023688660891665,64.91208465901907
15.97447676550507,45.75062890445878
79.78119762921631,86.29568062328372
45.15365072318698,62.91610291423051
51.67695121240307,70.10234398181264
14.695353417189924,49.77134079506733
62.49723292794245,67.01683318901685
24.693391516691,49.1289465967582
72.86380026084996,81.58170421833078
24.359774833740502,50.506010756337545
23.34814044645666,49.65582790701834
12.55847674936664,41.50362547793655
43.04468615769995,63.64033840681728
49.538879328383146,75.0820642604073
14.599604759984665,41.96213780872097
64.28693316865073,72.26456386768916
41.73021843236194,67.92621199325811
46.707318852930605,62.95545247023672
40.853392285675966,62.688555124086655
38.05341426127282,53.714739489902016
49.17482319157525,66.72894708182586
20.866817215149876,49.49768728255219
22.73496913466898,56.2961345457338
70.32499347094621,81.09942699329686
76.2280823493543,91.06185938477022
36.131652139582705,60.963991935859234
28.952127120048765,56.10504514293522
55.0799680267311,68.51190552125223
38.61139197686675,57.53986452437993
